id	baseMean	baseMeanCtrl	baseMeanCr	foldChange	log2FoldChange	pval	padj	Pr-118	Pr-119	Pr-120	geneid	symbol	name
100038725	72.6776694	64.23366767	89.56567288	1.394372704	0.479616233	0.232520157	0.85037918	0.797173342	0.936625408	1.157265264	100038725	Gm9766	predicted gene 9766
100038728	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038728	Gm10373	predicted gene 10373
100038734	5153.381732	4878.137066	5703.871066	1.169272406	0.225611075	0.047039263	0.307676789	58.00975601	49.09541238	59.11366719	100038734	Gm10845	predicted gene 10845
100038743	1.443859219	1.70882111	0.913935438	0.534833888	-0.902837216	1	1	0.035390472	0	0	100038743	Gm13629	predicted gene 13629
100038746	113.5976296	123.3287694	94.13535006	0.76328784	-0.389700886	0.229595512	0.844306164	2.293791243	2.440510004	1.712723139	100038746	LOC100038746	hypothetical LOC100038746
100038752	31.98471343	35.63894173	24.67625681	0.692395891	-0.530330932	0.402077281	1	0.262043568	0.299562501	0.183538752	100038752	Gm10825	predicted gene 10825
100038847	3.492830872	4.78227859	0.913935438	0.191108782	-2.387534017	0.814916094	1	0.146304754	0	0	100038847	Gm10406	predicted gene 10406
100038854	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038854	BC117090	cDNA sequence BC1179090
100038859	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038859	Olfr55	olfactory receptor 55
100038860	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038860	Olfr239	olfactory receptor 239
100038862	1.64335518	1.094129614	2.741806313	2.505924597	1.325343005	0.658522738	1	0	0	0.030388228	100038862	Btnl3	butyrophilin-like 3
100038882	145.7256548	166.0371946	105.1025753	0.63300621	-0.659708441	0.056084118	0.348228	9.395468135	6.89314713	4.841254762	100038882	Isg15	ISG15 ubiquitin-like modifier
100038909	2.068129777	2.188259228	1.827870875	0.835308199	-0.259619496	1	1	0.02240177	0.01600576	0.015087013	100038909	Gm14548	predicted gene 14548
100038912	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038912	Ceacam-ps1	carcinoembryonic antigen-related cell adhesion molecule pseudogene 1
100038927	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.082320931	100038927	Gm15284	predicted gene 15284
100038941	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038941	Vmn2r121	"vomeronasal 2, receptor 121"
100038947	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100038947	LOC100038947	signal-regulatory protein beta 1-like
100038948	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.047305912	0	100038948	Mup9	major urinary protein 9
100038977	1.338710034	1.094129614	1.827870875	1.670616398	0.740380504	0.851392559	1	0	0	0.028386528	100038977	Gm1993	predicted gene 1993
100038982	40.20811388	44.31830066	31.98774031	0.721772718	-0.470383483	0.42352313	1	0.395336275	0.345231809	0.251457164	100038982	Gm1995	"REX1, RNA exonuclease 1 homolog pseudogene"
100038993	453.2876022	498.515219	362.8323687	0.727826062	-0.458334383	0.027085871	0.207602099	1.663147502	1.7729126	1.185974311	100038993	Gm2002	predicted gene 2002
100039008	1.763484631	2.188259228	0.913935438	0.4176541	-1.259619496	0.993927771	1	0.054048714	0.038617071	0	100039008	Mup10	major urinary protein 10
100039027	12.90183004	13.41216471	11.88116069	0.885849596	-0.174866324	0.914175279	1	0.360233999	0.772146871	0.485216572	100039027	Gm2011	predicted gene 2011
100039028	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.037265051	0	100039028	Mup11	major urinary protein 11
100039030	1.658335446	1.573567732	1.827870875	1.161609277	0.21612488	1	1	0	0.038226999	0.036032731	100039030	Gm2012	predicted gene 2012
100039042	216.8289669	204.1470049	242.1928909	1.186365144	0.246548117	0.287591376	0.951001065	4.642925325	3.915193687	4.799412839	100039042	Gm2016	predicted gene 2016
100039043	1.948000326	1.094129614	3.65574175	3.341232797	1.740380504	0.508873835	1	0	0	0.053212978	100039043	Gm10731	predicted gene 10731
100039045	2.692400335	2.667697346	2.741806313	1.027780125	0.039531659	1	1	0.014264203	0.020383158	0.019213144	100039045	Gm10471	predicted gene 10471
100039052	212.4932114	200.3851779	236.7092783	1.181271393	0.240340457	0.303177534	0.974076582	4.421730641	3.72008289	4.546175683	100039052	Gm2022	predicted pseudogene 2022
100039054	1.763484631	2.188259228	0.913935438	0.4176541	-1.259619496	0.993927771	1	0.053987504	0.038573337	0	100039054	Mup12	major urinary protein 12
100039055	26.07416683	27.23008956	23.76232138	0.872649402	-0.196525946	0.784998304	1	1.173439159	1.781613412	1.234813968	100039055	Gm16404	predicted gene 16404
100039060	9633.938403	10160.43769	8580.939823	0.844544308	-0.24375498	0.166433058	0.695943159	13.4737138	14.16373291	11.06920092	100039060	0610010B08Rik	RIKEN cDNA 0610010B08 gene
100039062	106.7767436	108.5277631	103.2747044	0.951597098	-0.071577223	0.91284391	1	1.512863709	1.137218478	1.188687033	100039062	Gm2027	predicted gene 2027
100039065	1.64335518	1.094129614	2.741806313	2.505924597	1.325343005	0.658522738	1	0	0	0.056873628	100039065	Gm2030	predicted gene 2030
100039089	1.763484631	2.188259228	0.913935438	0.4176541	-1.259619496	0.993927771	1	0.048446103	0.034614082	0	100039089	Mup13	major urinary protein 13
100039116	1.763484631	2.188259228	0.913935438	0.4176541	-1.259619496	0.993927771	1	0.051480525	0.036782134	0	100039116	Mup14	major urinary protein 14
100039120	1.64335518	1.094129614	2.741806313	2.505924597	1.325343005	0.658522738	1	0	0	0.071984671	100039120	Gm14525	predicted gene 14525
100039123	1500.683463	1650.112644	1201.8251	0.728329126	-0.457337555	0.011627129	0.114204785	45.56195286	47.6220061	32.17863035	100039123	Gm14295	predicted gene 14295
100039138	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039138	Gm2061	predicted gene 2061
100039139	10.81482946	9.367728408	13.70903156	1.463431791	0.549355505	0.56706046	1	0.477904419	0.298774179	0.563248476	100039139	Ccdc152	coiled-coil domain containing 152
100039150	2.492904374	3.282388842	0.913935438	0.278436066	-1.844581996	0.733631367	1	0.053623134	0.038312999	0	100039150	Mup15	major urinary protein 15
100039176	8.997760993	11.2118029	4.569677188	0.407577374	-1.294854128	0.399008149	1	0.93472482	0.424994287	0.228913819	100039176	Gm13580	predicted gene 13580
100039177	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.038660904	0	100039177	Mup16	major urinary protein 16
100039192	2599.71356	2780.456397	2238.227886	0.804985789	-0.31296478	0.013214588	0.125164187	21.10977076	20.69719961	15.93540945	100039192	Gm10395	predicted gene 10395
100039206	1.353690301	1.573567732	0.913935438	0.580804638	-0.78387512	1	1	0	0.038442727	0	100039206	Mup17	major urinary protein 17
100039211	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039211	Gm10649	predicted gene 10649
100039213	2.951817361	3.970758322	0.913935438	0.230166473	-2.119250396	0.698621827	1	0	0.040987071	0	100039213	Gm2104	predicted gene 2104
100039222	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039222	Gm2109	predicted gene 2109
100039227	2.861935764	1.094129614	6.397548063	5.847157394	2.547735426	0.225917558	0.836438828	0	0	0.027510851	100039227	Gm10394	predicted gene 10394
100039239	6.418865558	6.429524306	6.397548063	0.995026655	-0.007192922	1	1	0.10235312	0.109694868	0.103398271	100039239	Gm2115	predicted gene 2115
100039240	358.3063194	305.7768458	463.3652668	1.51537068	0.59967074	0.020815059	0.171941214	0.974153595	1.13661898	1.522798328	100039240	Gm10058	predicted gene 10058
100039246	615.2915509	642.8161148	560.2424232	0.871543837	-0.198354864	0.504733599	1	7.308274322	8.532128359	6.562578441	100039246	Gm10393	predicted gene 10393
100039257	2596.656306	2778.612322	2232.744274	0.803546524	-0.315546538	0.012474325	0.120153396	22.34480475	21.93823092	16.84951825	100039257	Gm9746	predicted gene 9746
100039293	2.861935764	1.094129614	6.397548063	5.847157394	2.547735426	0.225917558	0.836438828	0	0	0.027510851	100039293	Gm10391	predicted gene 10391
100039315	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039315	Gm10436	predicted gene 10436
100039319	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039319	Gm14920	predicted pseudogene 14920
100039324	358.3063194	305.7768458	463.3652668	1.51537068	0.59967074	0.020815059	0.171941214	1.00234091	1.169507261	1.566860779	100039324	Gm10147	predicted gene 10147
100039348	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039348	Gm2176	glucosamine-6-phosphate deaminase 1 pseudogene
100039377	358.3063194	305.7768458	463.3652668	1.51537068	0.59967074	0.020815059	0.171941214	0.954820889	1.114062043	1.492577413	100039377	Gm10096	predicted gene 10096
100039436	9.900894022	9.367728408	10.96722525	1.170745433	0.22742741	0.826012544	1	0.109525482	0.068472658	0.101423548	100039436	Mageb16-ps1	"melanoma antigen family B, 16, pseudogene 1"
100039467	269.3454755	229.9135125	348.2094017	1.514523431	0.598863898	0.018999304	0.161861049	0.95774083	1.114062043	1.494543918	100039467	Gm10487	predicted gene 10487
100039479	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039479	Vmn1r186	vomeronasal 1 receptor Vmn1r186
100039495	19.13200204	22.300455	12.79509613	0.57375942	-0.80148216	0.348143092	1	0.807070528	0.961068183	0.471068985	100039495	Gm15706	predicted gene 15706
100039499	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039499	Vmn1r187	vomeronasal 1 receptor Vmn1r187
100039550	358.3063194	305.7768458	463.3652668	1.51537068	0.59967074	0.020815059	0.171941214	0.937253838	1.093565231	1.465116573	100039550	Gm10486	predicted gene 10486
100039551	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039551	Tgif2lx2	"TGFB-induced factor homeobox 2-like, X-linked 2"
100039574	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039574	LOC100039574	spermiogenesis specific transcript on the Y 2-like
100039585	358.3063194	305.7768458	463.3652668	1.51537068	0.59967074	0.020815059	0.171941214	0.969518663	1.131211053	1.515552995	100039585	Gm14819	predicted gene 14819
100039614	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039614	LOC100039614	hypothetical protein LOC100039614
100039636	13077.1643	12436.78359	14357.92572	1.154472587	0.207233916	0.071510761	0.407958656	421.7046978	403.9095523	451.1091306	100039636	Atp6v0c-ps2	"ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2"
100039641	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039641	E330012B07Rik	RIKEN cDNA E330012B07 gene
100039672	223.8770036	230.7129301	210.2051506	0.911111269	-0.134300841	0.570963219	1	11.35634045	11.55206543	9.895131041	100039672	Msmp	"microseminoprotein, prostate associated"
100039684	3.816634142	3.897080338	3.65574175	0.93807195	-0.092229514	1	1	0.199182309	0.094875366	0.134144136	100039684	5031434O11Rik	RIKEN cDNA 5031434O11 gene
100039706	59.89423765	57.85361616	63.97548063	1.105816453	0.145111942	0.704702186	1	0.596618223	0.442992292	0.543621168	100039706	Gm2381	predicted gene 2381
100039707	43.69821074	47.26860736	36.5574175	0.773397389	-0.370718201	0.482541599	1	2.009121166	2.348983201	1.599107744	100039707	Gm2382	predicted gene 2382
100039727	10.89362133	13.14165796	6.397548063	0.486814379	-1.038556312	0.655362857	1	0.207040025	0.739636404	0.209154157	100039727	1700049E15Rik	RIKEN cDNA 1700049E15 gene
100039753	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039753	LOC100039753	spermiogenesis specific transcript on the Y family member
100039781	348.4088639	378.2114967	288.8035983	0.763603436	-0.389104501	0.065741078	0.387948706	16.39505287	14.32545286	11.07680876	100039781	Hrct1	histidine rich carboxyl terminus 1
100039795	3504.947205	3539.679153	3435.48331	0.970563478	-0.043105522	0.735907908	1	15.5825191	16.16006596	14.60668319	100039795	Ildr2	immunoglobulin-like domain containing receptor 2
100039796	320.5275801	293.4346055	374.7135294	1.27699161	0.352749047	0.09416307	0.489928797	3.825865866	3.870483683	4.663001325	100039796	Tgtp2	T-cell specific GTPase 2
100039801	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039801	Cldn24	claudin 22-like
100039805	17.48893419	18.46495006	15.53690244	0.841426724	-0.249090456	0.861873321	1	0.673318727	0.545220677	0.483693607	100039805	D5Ertd605e	"DNA segment, Chr 5, ERATO Doi 605, expressed"
100039810	1.034064889	1.094129614	0.913935438	0.835308199	-0.259619496	1	1	0	0	0	100039810	LOC100039810	hypothetical protein LOC100039810
100039863	114.428308	123.6608516	95.96322094	0.776019409	-0.365835359	0.271905158	0.925874851	1.100531131	1.043070279	0.78655759	100039863	Gm13306	predicted gene 13306
100039864	259.5490096	245.378683	287.8896628	1.173246426	0.230506065	0.506641955	1	13.53037314	16.24325759	16.63534857	100039864	Snhg12	small nucleolar RNA host gene 12
100039890	3998.891769	3566.812422	4863.050463	1.363416375	0.447226215	0.000231975	0.005800328	16.34820533	16.3519559	21.12286273	100039890	Gm15093	predicted gene 15093
100039913	150.0568043	157.9109517	134.3485093	0.850786521	-0.233130917	0.460168186	1	8.456741641	6.892614306	6.159466256	100039913	Rhox2b	reproductive homeobox 2B
