geneid	symbol	name	baseMean	baseMeandmso	baseMeancr+dmso	foldChange	log2FoldChange	pval	padj	PJ-3	PJ-4	PJ-7	PJ-8
100039052	Gm2022	predicted pseudogene 2022	257.396319	284.9144512	229.8781868	0.806832317	-0.309659224	0.364463081	1	4.657503611	4.120025154	2.988803043	4.892088439
100039054	Mup12	major urinary protein 12	1.24041314	1.473039915	1.007786366	0.684154147	-0.547606679	1	1	0	0.034005372	0	0
100039055	Gm16404	predicted gene 16404	20.92814453	37.84071633	4.015572732	0.106117778	-3.236261723	0.000316583	0.008826083	0.233966683	1.570629651	0.047601391	1.714112526
100039060	0610010B08Rik	RIKEN cDNA 0610010B08 gene	14533.76759	15379.50178	13688.0334	0.890017999	-0.168093583	0.755747712	1	21.17669573	16.62062783	9.41669813	16.15213867
100039062	Gm2027	predicted gene 2027	134.8320687	139.698628	129.9655094	0.930327744	-0.104189044	0.793091192	1	1.337283948	1.43929844	1.258092966	1.227738999
100039065	Gm2030	predicted gene 2030	1.980826281	1.946079829	2.015572732	1.035709174	0.050618953	1	1	0.026940362	0.026595875	0.027405584	0.02349684
100039087	Gm2042	predicted gene 2042	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039089	Mup13	major urinary protein 13	1.24041314	1.473039915	1.007786366	0.684154147	-0.547606679	1	1	0	0.030514983	0	0
100039116	Mup14	major urinary protein 14	1.24041314	1.473039915	1.007786366	0.684154147	-0.547606679	1	1	0	0.032426289	0	0
100039120	Gm14525	predicted gene 14525	1.49041314	1.473039915	1.507786366	1.023588262	0.033635509	1	1	0.034098283	0.033662268	0	0
100039123	Gm14295	predicted gene 14295	3391.671694	3721.066537	3062.27685	0.822956757	-0.28111147	0.545658655	1	95.84067702	83.27783273	46.28155088	81.36446557
100039138	Gm2061	predicted gene 2061	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039139	Ccdc152	coiled-coil domain containing 152	29.97168888	23.2720777	36.67130006	1.575763906	0.656051395	0.374319079	1	1.905743655	0.752549958	0.814234322	0.864318585
100039150	Mup15	major urinary protein 15	1.49041314	1.973039915	1.007786366	0.510778499	-0.969230298	0.892362689	1	0	0.033775864	0	0
100039176	Gm13580	predicted gene 13580	10.71223695	6.784319317	14.64015459	2.157940083	1.109654808	0.336315158	0.965740325	0.542168783	0.267618033	0.937603159	0.331008064
100039177	Mup16	major urinary protein 16	1.476933098	1.946079829	1.007786366	0.517854587	-0.949381047	0.892986178	1	0	0.034082569	0	0.03011116
100039192	Gm10395	predicted gene 10395	3990.897435	4992.043052	2989.751819	0.598903453	-0.739604646	0.034586676	0.273616047	24.19932768	29.16831453	12.68501792	29.5131311
100039206	Mup17	major urinary protein 17	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039211	Gm10649	predicted gene 10649	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039213	Gm2104	predicted gene 2104	3.275451788	0.973039915	5.577863661	5.732409922	2.51914178	0.371250645	1	0	0	0.055850008	0
100039222	Gm2109	predicted gene 2109	1.244306323	0.973039915	1.515572732	1.557564813	0.639292197	0.988539216	1	0	0	0.021591699	0
100039227	Gm10394	predicted gene 10394	1.699973012	2.392159659	1.007786366	0.421287251	-1.247123838	0.787809118	1	0	0	0	0.011365866
100039239	Gm2115	predicted gene 2115	22.52950223	19.37991804	25.67908642	1.325035863	0.406031408	0.616009713	1	0.440806793	0.257878633	0.365378365	0.31326597
100039240	Gm10058	predicted gene 10058	509.4966098	583.8803458	435.1128739	0.745208975	-0.424283046	0.127388932	0.583747356	1.134742797	1.59309493	1.342860767	1.576556886
100039246	Gm10393	predicted gene 10393	504.5003947	647.6059338	361.3948556	0.558047474	-0.841540235	0.013109666	0.14350118	2.834325845	5.626253508	4.495421958	6.857922287
100039257	Gm9746	predicted gene 9746	3988.647435	4992.043052	2985.251819	0.598002018	-0.741777742	0.033336097	0.2664823	25.59152012	30.91728503	13.44562827	31.28277726
100039293	Gm10391	predicted gene 10391	1.699973012	2.392159659	1.007786366	0.421287251	-1.247123838	0.787809118	1	0	0	0	0.011365866
100039315	Gm10436	predicted gene 10436	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039319	Gm14920	predicted pseudogene 14920	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039324	Gm10147	predicted gene 10147	509.4966098	583.8803458	435.1128739	0.745208975	-0.424283046	0.127388932	0.583747356	1.16757679	1.639191427	1.381716692	1.622174851
100039348	Gm2176	glucosamine-6-phosphate deaminase 1 pseudogene	1.984719464	1.946079829	2.023359098	1.039710226	0.056181495	1	1	0	0.017316461	0.035687317	0.015298692
100039377	Gm10096	predicted gene 10096	509.4966098	583.8803458	435.1128739	0.745208975	-0.424283046	0.127388932	0.583747356	1.112223094	1.561478934	1.316210829	1.545269097
100039436	Mageb16-ps1	"melanoma antigen family B, 16, pseudogene 1"	13.19666422	11.28431932	15.10900913	1.33893846	0.421089653	0.689868328	1	0.131026718	0.120727859	0.115517448	0.053330133
100039467	Gm10487	predicted gene 10487	382.167061	438.6400393	325.6940827	0.742508785	-0.429519999	0.140021928	0.615617731	1.114086115	1.563318132	1.307682465	1.546893986
100039479	Vmn1r186	vomeronasal 1 receptor Vmn1r186	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039495	Gm15706	predicted gene 15706	24.89080862	32.11031718	17.67130006	0.550330909	-0.861628735	0.242173414	0.81529792	0.411950367	1.084487343	0.73336229	0.958119438
100039499	Vmn1r187	vomeronasal 1 receptor Vmn1r187	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039550	Gm10486	predicted gene 10486	509.4966098	583.8803458	435.1128739	0.745208975	-0.424283046	0.127388932	0.583747356	1.091760115	1.532750426	1.291994829	1.516838822
100039551	Tgif2lx2	"TGFB-induced factor homeobox 2-like, X-linked 2"	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039574	LOC100039574	spermiogenesis specific transcript on the Y 2-like	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039585	Gm14819	predicted gene 14819	509.4966098	583.8803458	435.1128739	0.745208975	-0.424283046	0.127388932	0.583747356	1.129343797	1.585515134	1.336471561	1.569055775
100039614	LOC100039614	hypothetical protein LOC100039614	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039636	Atp6v0c-ps2	"ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2"	14318.33076	14452.40328	14184.25823	0.981446335	-0.027018711	0.902063488	1	359.2204741	371.8696673	413.1911451	377.6315179
100039641	E330012B07Rik	RIKEN cDNA E330012B07 gene	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039672	Msmp	"microseminoprotein, prostate associated"	235.2616132	310.3458126	160.1774139	0.516125584	-0.954205948	0.035509758	0.277103987	9.456284629	12.7704588	3.581315968	11.42521968
100039684	5031434O11Rik	RIKEN cDNA 5031434O11 gene	3.969438928	2.392159659	5.546718197	2.318707356	1.213320749	0.58320006	1	0.169446623	0	0.215465907	0.110840941
100039706	Gm2381	predicted gene 2381	70.1173369	87.93879189	52.29588191	0.594685017	-0.749802368	0.110730338	0.540104648	0.485157906	0.626324707	0.280935818	0.611932663
100039707	Gm2382	predicted gene 2382	66.12123009	83.93879189	48.30366828	0.575462991	-0.797204945	0.096204909	0.502638006	2.175322413	2.952821501	1.501601993	3.184707028
100039727	1700049E15Rik	RIKEN cDNA 1700049E15 gene	24.48048677	9.14951889	39.81145465	4.351207438	2.121415797	0.006146618	0.082293652	1.254935301	0.163011636	1.310201157	0.345640807
100039753	LOC100039753	spermiogenesis specific transcript on the Y family member	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039781	Hrct1	histidine rich carboxyl terminus 1	394.6808919	492.8729153	296.4888685	0.601552366	-0.733237762	0.244252467	0.819297761	15.42437528	16.08223164	4.27004812	15.19617569
100039795	Ildr2	immunoglobulin-like domain containing receptor 2	3493.806888	4921.510995	2066.102782	0.419810661	-1.252189293	4.38E-07	3.31E-05	8.679144216	17.85609724	6.540292832	16.73250914
100039796	Tgtp2	T-cell specific GTPase 2	286.0283771	319.4978083	252.5589458	0.790487256	-0.339185891	0.57989813	1	3.953172855	3.060254024	1.483317497	3.48555924
100039801	Cldn24	claudin 22-like	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039805	D5Ertd605e	"DNA segment, Chr 5, ERATO Doi 605, expressed"	17.18845072	25.29903778	9.077863661	0.358822487	-1.478657789	0.097969451	0.507553011	0.200479926	0.70684424	0.262211053	0.624480507
100039810	LOC100039810	hypothetical protein LOC100039810	0.99041314	0.973039915	1.007786366	1.035709174	0.050618953	1	1	0	0	0	0
100039863	Gm13306	predicted gene 13306	136.1207083	128.2525481	143.9888685	1.122697916	0.166969794	0.659900565	1	1.132079072	0.877106283	0.918387263	0.862392134
